1,blanc,白い,白,,,仏検5級,0,0
2,noir,黒い,黒,,,仏検5級,0,0
3,printemps,春,,,,仏検5級,0,0
4,été,夏,,,,仏検5級,0,0
5,bleu,青,,,,仏検5級,0,0
6,automne,秋,,,,仏検5級,0,0
7,hiver,冬,,,,仏検5級,0,0
8,finir,終わる,終了する,,,仏検5級,0,0
9,demi,半分,,,,仏検5級,0,0
10,depuis,〜から,since,,,仏検5級,0,0
